lemma,fin:sg:pri:perf,fin:sg:pri:imperf,fin:sg:sec:perf,fin:sg:sec:imperf,fin:sg:ter:perf,fin:sg:ter:imperf,fin:pl:pri:perf,fin:pl:pri:imperf,fin:pl:sec:perf,fin:pl:sec:imperf,fin:pl:ter:perf,fin:pl:ter:imperf,praet:sg:f:perf,praet:sg:f:imperf,praet:sg:m1.m2.m3:perf,praet:sg:m1.m2.m3:imperf,praet:pl:m2.m3.f.n1.n2.p2.p3:perf,praet:pl:m2.m3.f.n1.n2.p2.p3:imperf,ppron3:sg:nom:m1.m2.m3:ter:_:_
obstrzykiwać,,obstrzykuję,,obstrzykujesz,,obstrzykuje,,obstrzykujemy,,obstrzykujecie,,obstrzykują,,obstrzykiwała,,obstrzykiwał,,obstrzykiwały,
obstrzyknąć,obstrzyknę,,obstrzykniesz,,obstrzyknie,,obstrzykniemy,,obstrzykniecie,,obstrzykną,,obstrzyknęła,,obstrzyknął,,obstrzyknęły,,
obstukać,obstukam,,obstukasz,,obstuka,,obstukamy,,obstukacie,,obstukają,,obstukała,,obstukał,,obstukały,,
obstukiwać,,obstukuję,,obstukujesz,,obstukuje,,obstukujemy,,obstukujecie,,obstukują,,obstukiwała,,obstukiwał,,obstukiwały,
obsunąć,obsunę,,obsuniesz,,obsunie,,obsuniemy,,obsuniecie,,obsuną,,obsunęła,,obsunął,,obsunęły,,
obsuszać,,obsuszam,,obsuszasz,,obsusza,,obsuszamy,,obsuszacie,,obsuszają,,obsuszała,,obsuszał,,obsuszały,
obsuszyć,obsuszę,,obsuszysz,,obsuszy,,obsuszymy,,obsuszycie,,obsuszą,,obsuszyła,,obsuszył,,obsuszyły,,
obsuwać,,obsuwam,,obsuwasz,,obsuwa,,obsuwamy,,obsuwacie,,obsuwają,,obsuwała,,obsuwał,,obsuwały,
obsychać,,obsycham,,obsychasz,,obsycha,,obsychamy,,obsychacie,,obsychają,,obsychała,,obsychał,,obsychały,
obsyfiać,,obsyfiam,,obsyfiasz,,obsyfia,,obsyfiamy,,obsyfiacie,,obsyfiają,,obsyfiała,,obsyfiał,,obsyfiały,
obsyfić,obsyfię,,obsyfisz,,obsyfi,,obsyfimy,,obsyficie,,obsyfią,,obsyfiła,,obsyfił,,obsyfiły,,
obsyłać,,obsyłam,,obsyłasz,,obsyła,,obsyłamy,,obsyłacie,,obsyłają,,obsyłała,,obsyłał,,obsyłały,
obsypać,obsypię,,obsypiesz,,obsypie,,obsypiemy,,obsypiecie,,obsypią,,obsypała,,obsypał,,obsypały,,
obsypywać,,obsypuję,,obsypujesz,,obsypuje,,obsypujemy,,obsypujecie,,obsypują,,obsypywała,,obsypywał,,obsypywały,
obszamerować,obszameruję,,obszamerujesz,,obszameruje,,obszamerujemy,,obszamerujecie,,obszamerują,,obszamerowała,,obszamerował,,obszamerowały,,
obszamerowywać,,obszamerowuję,,obszamerowujesz,,obszamerowuje,,obszamerowujemy,,obszamerowujecie,,obszamerowują,,obszamerowywała,,obszamerowywał,,obszamerowywały,
obszarpać,obszarpię,,obszarpiesz,,obszarpie,,obszarpiemy,,obszarpiecie,,obszarpią,,obszarpała,,obszarpał,,obszarpały,,
obszarpywać,,obszarpuję,,obszarpujesz,,obszarpuje,,obszarpujemy,,obszarpujecie,,obszarpują,,obszarpywała,,obszarpywał,,obszarpywały,
obszczać,obszczę,,obszczasz,,obszcza,,obszczamy,,obszczacie,,obszczą,,obszczała,,obszczał,,obszczały,,
obszczekać,obszczekam,,obszczekasz,,obszczeka,,obszczekamy,,obszczekacie,,obszczekają,,obszczekała,,obszczekał,,obszczekały,,
obszczekiwać,,obszczekuję,,obszczekujesz,,obszczekuje,,obszczekujemy,,obszczekujecie,,obszczekują,,obszczekiwała,,obszczekiwał,,obszczekiwały,
obszczypać,obszczypię,,obszczypiesz,,obszczypie,,obszczypiemy,,obszczypiecie,,obszczypią,,obszczypała,,obszczypał,,obszczypały,,
obszczypywać,,obszczypuję,,obszczypujesz,,obszczypuje,,obszczypujemy,,obszczypujecie,,obszczypują,,obszczypywała,,obszczypywał,,obszczypywały,
obszczywać,,obszczywam,,obszczywasz,,obszczywa,,obszczywamy,,obszczywacie,,obszczywają,,obszczywała,,obszczywał,,obszczywały,
obszerniać,,obszerniam,,obszerniasz,,obszernia,,obszerniamy,,obszerniacie,,obszerniają,,obszerniała,,obszerniał,,obszerniały,
obszernić,obszernię,,obszernisz,,obszerni,,obszernimy,,obszernicie,,obszernią,,obszerniła,,obszernił,,obszerniły,,
obsznurować,obsznuruję,,obsznurujesz,,obsznuruje,,obsznurujemy,,obsznurujecie,,obsznurują,,obsznurowała,,obsznurował,,obsznurowały,,
obsztorcować,obsztorcuję,,obsztorcujesz,,obsztorcuje,,obsztorcujemy,,obsztorcujecie,,obsztorcują,,obsztorcowała,,obsztorcował,,obsztorcowały,,
obsztorcowywać,,obsztorcowuję,,obsztorcowujesz,,obsztorcowuje,,obsztorcowujemy,,obsztorcowujecie,,obsztorcowują,,obsztorcowywała,,obsztorcowywał,,obsztorcowywały,
obszturchać,obszturcham,,obszturchasz,,obszturcha,,obszturchamy,,obszturchacie,,obszturchają,,obszturchała,,obszturchał,,obszturchały,,
obszturchiwać,,obszturchuję,,obszturchujesz,,obszturchuje,,obszturchujemy,,obszturchujecie,,obszturchują,,obszturchiwała,,obszturchiwał,,obszturchiwały,
obszturkać,obszturkam,,obszturkasz,,obszturka,,obszturkamy,,obszturkacie,,obszturkają,,obszturkała,,obszturkał,,obszturkały,,
obszturkiwać,,obszturkuję,,obszturkujesz,,obszturkuje,,obszturkujemy,,obszturkujecie,,obszturkują,,obszturkiwała,,obszturkiwał,,obszturkiwały,
obszukać,obszukam,,obszukasz,,obszuka,,obszukamy,,obszukacie,,obszukają,,obszukała,,obszukał,,obszukały,,
obszukiwać,,obszukuję,,obszukujesz,,obszukuje,,obszukujemy,,obszukujecie,,obszukują,,obszukiwała,,obszukiwał,,obszukiwały,
obszyć,obszyję,,obszyjesz,,obszyje,,obszyjemy,,obszyjecie,,obszyją,,obszyła,,obszył,,obszyły,,
obszywać,,obszywam,,obszywasz,,obszywa,,obszywamy,,obszywacie,,obszywają,,obszywała,,obszywał,,obszywały,
obścielać,,obścielam,,obścielasz,,obściela,,obścielamy,,obścielacie,,obścielają,,obścielała,,obścielał,,obścielały,
obścielić,obścielę,,obścielisz,,obścieli,,obścielimy,,obścielicie,,obścielą,,obścieliła,,obścielił,,obścieliły,,
obściełać,,obściełam,,obściełasz,,obścieła,,obściełamy,,obściełacie,,obściełają,,obściełała,,obściełał,,obściełały,
obściskać,obściskam,,obściskasz,,obściska,,obściskamy,,obściskacie,,obściskają,,obściskała,,obściskał,,obściskały,,
obściskiwać,,obściskuję,,obściskujesz,,obściskuje,,obściskujemy,,obściskujecie,,obściskują,,obściskiwała,,obściskiwał,,obściskiwały,
obślimaczać,,obślimaczam,,obślimaczasz,,obślimacza,,obślimaczamy,,obślimaczacie,,obślimaczają,,obślimaczała,,obślimaczał,,obślimaczały,
obślimaczyć,obślimaczę,,obślimaczysz,,obślimaczy,,obślimaczymy,,obślimaczycie,,obślimaczą,,obślimaczyła,,obślimaczył,,obślimaczyły,,
obśliniać,,obśliniam,,obśliniasz,,obślinia,,obśliniamy,,obśliniacie,,obśliniają,,obśliniała,,obśliniał,,obśliniały,
obślinić,obślinię,,obślinisz,,obślini,,obślinimy,,obślinicie,,obślinią,,obśliniła,,obślinił,,obśliniły,,
obślizgiwać,,obślizguję,,obślizgujesz,,obślizguje,,obślizgujemy,,obślizgujecie,,obślizgują,,obślizgiwała,,obślizgiwał,,obślizgiwały,
obślizgnąć,obślizgnę,,obślizgniesz,,obślizgnie,,obślizgniemy,,obślizgniecie,,obślizgną,,obślizgła,,obślizgnął,,obślizgły,,
obśliznąć,obśliznę,,obśliźniesz,,obśliźnie,,obśliźniemy,,obśliźniecie,,obślizną,,obślizła,,obśliznął,,obśliznęły,,
obśmiać,obśmieję,,obśmiejesz,,obśmieje,,obśmiejemy,,obśmiejecie,,obśmieją,,obśmiała,,obśmiał,,obśmiały,,
obśmieszać,,obśmieszam,,obśmieszasz,,obśmiesza,,obśmieszamy,,obśmieszacie,,obśmieszają,,obśmieszała,,obśmieszał,,obśmieszały,
obśmieszyć,obśmieszę,,obśmieszysz,,obśmieszy,,obśmieszymy,,obśmieszycie,,obśmieszą,,obśmieszyła,,obśmieszył,,obśmieszyły,,
obśmiewać,,obśmiewam,,obśmiewasz,,obśmiewa,,obśmiewamy,,obśmiewacie,,obśmiewają,,obśmiewała,,obśmiewał,,obśmiewały,
obświecać,,obświecam,,obświecasz,,obświeca,,obświecamy,,obświecacie,,obświecają,,obświecała,,obświecał,,obświecały,
obświecić,obświecę,,obświecisz,,obświeci,,obświecimy,,obświecicie,,obświecą,,obświeciła,,obświecił,,obświeciły,,
obtaczać,,obtaczam,,obtaczasz,,obtacza,,obtaczamy,,obtaczacie,,obtaczają,,obtaczała,,obtaczał,,obtaczały,
obtajać,obtaję,,obtajesz,,obtaje,,obtajemy,,obtajecie,,obtają,,obtajała,,obtajał,,obtajały,,
obtańcować,obtańcuję,,obtańcujesz,,obtańcuje,,obtańcujemy,,obtańcujecie,,obtańcują,,obtańcowała,,obtańcował,,obtańcowały,,
obtańcowywać,,obtańcowuję,,obtańcowujesz,,obtańcowuje,,obtańcowujemy,,obtańcowujecie,,obtańcowują,,obtańcowywała,,obtańcowywał,,obtańcowywały,
obtańczyć,obtańczę,,obtańczysz,,obtańczy,,obtańczymy,,obtańczycie,,obtańczą,,obtańczyła,,obtańczył,,obtańczyły,,
obtapiać,,obtapiam,,obtapiasz,,obtapia,,obtapiamy,,obtapiacie,,obtapiają,,obtapiała,,obtapiał,,obtapiały,
obtargać,obtargam,,obtargasz,,obtarga,,obtargamy,,obtargacie,,obtargają,,obtargała,,obtargał,,obtargały,,
obtłuc,obtłukę,,obtłuczesz,,obtłucze,,obtłuczemy,,obtłuczecie,,obtłuką,,obtłukła,,obtłukł,,obtłukły,,
obtłukiwać,,obtłukuję,,obtłukujesz,,obtłukuje,,obtłukujemy,,obtłukujecie,,obtłukują,,obtłukiwała,,obtłukiwał,,obtłukiwały,
obtoczyć,obtoczę,,obtoczysz,,obtoczy,,obtoczymy,,obtoczycie,,obtoczą,,obtoczyła,,obtoczył,,obtoczyły,,
